time,type,size,volatility,open,high,low,close
2022-03-21 21:00,Red,0.0019099712,197.63063,1.31764,1.31776,1.31585,1.31594
2022-03-21 22:00,Green,0.000880003,197.16637,1.31594,1.31636,1.31548,1.31636
2022-03-21 23:00,Green,0.0011600256,197.36882,1.31634,1.31687,1.31571,1.3166
2022-03-22 00:00,Red,0.001709938,197.99968,1.31658,1.3173,1.31559,1.31635
2022-03-22 01:00,Green,0.0005799532,196.90446,1.31626,1.31677,1.31619,1.31669
2022-03-22 02:00,Green,0.00055992603,196.33304,1.31669,1.31686,1.3163,1.31686
2022-03-22 03:00,Red,0.0036000013,197.46399,1.31686,1.31686,1.31326,1.31371
2022-03-22 04:00,Green,0.0011599064,197.30319,1.31371,1.31484,1.31368,1.31426
2022-03-22 05:00,Green,0.001060009,197.40437,1.31427,1.31514,1.31408,1.31509
2022-03-22 06:00,Green,0.0009900331,197.53537,1.3151,1.3154,1.31441,1.31511
2022-03-22 07:00,Red,0.0026800632,198.07706,1.3151,1.31514,1.31246,1.31341
2022-03-22 08:00,Red,0.0014599562,197.4461,1.31342,1.31379,1.31233,1.31258
2022-03-22 09:00,Red,0.0011399984,196.04729,1.31258,1.31311,1.31197,1.31222
2022-03-22 10:00,Green,0.0021600723,195.20212,1.31221,1.31409,1.31193,1.31392
2022-03-22 11:00,Green,0.006309986,197.54138,1.31391,1.31935,1.31304,1.31766
2022-03-22 12:00,Green,0.0024200678,197.7022,1.31764,1.31962,1.3172,1.31846
2022-03-22 13:00,Green,0.003930092,197.93443,1.31845,1.32167,1.31774,1.32102
2022-03-22 14:00,Green,0.002120018,196.488,1.32102,1.32266,1.32054,1.32205
2022-03-22 15:00,Green,0.0028100014,196.79167,1.32206,1.3247,1.32189,1.32332
2022-03-22 16:00,Green,0.0034599304,197.30357,1.32332,1.32678,1.32332,1.32666
2022-03-22 17:00,Red,0.0026999712,197.67857,1.32667,1.32733,1.32463,1.32506
2022-03-22 18:00,Green,0.0025800467,197.20238,1.32505,1.32602,1.32344,1.32583
2022-03-22 19:00,Red,0.001240015,196.48215,1.32583,1.32587,1.32463,1.32527
2022-03-22 20:00,Red,0.0013500452,196.38103,1.32528,1.32601,1.32466,1.32508
2022-03-22 21:00,Green,0.0007100105,196.24417,1.32508,1.32571,1.325,1.32531
2022-03-22 22:00,Green,0.0016599894,196.48819,1.32532,1.32636,1.3247,1.32589
2022-03-22 23:00,Green,0.00065004826,196.17874,1.3259,1.32619,1.32554,1.32605
2022-03-23 00:00,Red,0.0011000633,196.11324,1.32606,1.32665,1.32555,1.32582
2022-03-23 01:00,Green,0.0014300346,195.82755,1.32581,1.32711,1.32568,1.32698
2022-03-23 02:00,Red,0.00083994865,195.50604,1.32696,1.32696,1.32612,1.32652
2022-03-23 03:00,Green,0.00090003014,195.01791,1.32653,1.32743,1.32653,1.32702
2022-03-23 04:00,Green,0.001150012,194.49411,1.32701,1.32805,1.3269,1.328
2022-03-23 05:00,Green,0.0019099712,194.48816,1.32801,1.32981,1.3279,1.32879
2022-03-23 06:00,Red,0.0011200905,194.88104,1.32879,1.32922,1.3281,1.32843
2022-03-23 07:00,Red,0.000880003,194.55363,1.32843,1.32861,1.32773,1.3279
2022-03-23 08:00,Green,0.0014699697,194.887,1.3279,1.32911,1.32764,1.3286
2022-03-23 09:00,Red,0.0014100075,195.02983,1.3286,1.32862,1.32721,1.32746
2022-03-23 10:00,Red,0.003129959,195.23816,1.32741,1.32871,1.32558,1.32605
2022-03-23 11:00,Red,0.00417006,196.8097,1.32606,1.3262,1.32203,1.32221
2022-03-23 12:00,Green,0.0027599335,197.3156,1.32221,1.32442,1.32166,1.32268
2022-03-23 13:00,Red,0.0018199682,197.26202,1.32268,1.32319,1.32137,1.32178
2022-03-23 14:00,Red,0.0022400618,197.2323,1.32178,1.32216,1.31992,1.32077
2022-03-23 15:00,Red,0.003090024,195.7025,1.32077,1.32087,1.31778,1.31943
2022-03-23 16:00,Red,0.0026299953,195.54178,1.31943,1.32005,1.31742,1.31746
2022-03-23 17:00,Green,0.0032299757,195.98221,1.31746,1.32068,1.31745,1.31947
2022-03-23 18:00,Green,0.001940012,195.53577,1.31948,1.32139,1.31945,1.32111
2022-03-23 19:00,Red,0.001560092,194.67271,1.32111,1.32139,1.31983,1.32019
2022-03-23 20:00,Green,0.0012899637,194.65482,1.32019,1.32099,1.3197,1.32067
2022-03-23 21:00,Red,0.0008701086,194.42868,1.32069,1.32123,1.32036,1.32047
2022-03-23 22:00,Green,0.0006901026,193.4823,1.32046,1.32105,1.32036,1.32089
2022-03-23 23:00,Red,0.0006699562,193.45251,1.32089,1.32106,1.32039,1.32039
2022-03-24 00:00,Red,0.0006400347,193.49423,1.32036,1.32048,1.31984,1.32009
2022-03-24 01:00,Red,0.001420021,193.8276,1.32006,1.32091,1.31949,1.31979
2022-03-24 02:00,Green,0.00074994564,193.8931,1.31982,1.32057,1.31982,1.32043
2022-03-24 03:00,Red,0.0015699863,194.37524,1.32045,1.32121,1.31964,1.31986
2022-03-24 04:00,Red,0.0017000437,194.49431,1.31987,1.31999,1.31829,1.31907
2022-03-24 05:00,Green,0.00055992603,193.57164,1.31908,1.31923,1.31867,1.31913
2022-03-24 06:00,Green,0.00074994564,192.73227,1.31912,1.31951,1.31876,1.31924
2022-03-24 07:00,Red,0.0011600256,192.9406,1.31923,1.31945,1.31829,1.319
2022-03-24 08:00,Red,0.00092995167,192.74411,1.319,1.31906,1.31813,1.31835
2022-03-24 09:00,Green,0.001760006,192.58339,1.31835,1.32009,1.31833,1.31897
2022-03-24 10:00,Red,0.0024700165,192.55962,1.31896,1.32049,1.31802,1.31816
2022-03-24 11:00,Red,0.0034999847,193.29773,1.31814,1.3192,1.3157,1.31599
2022-03-24 12:00,Green,0.0021500587,192.86922,1.31601,1.3178,1.31565,1.31745
2022-03-24 13:00,Green,0.0025299788,193.4466,1.31744,1.31959,1.31706,1.3195
2022-03-24 14:00,Green,0.0031900406,193.81564,1.3195,1.32113,1.31794,1.32018
2022-03-24 15:00,Red,0.00274992,193.93465,1.32018,1.32135,1.3186,1.31977
2022-03-24 16:00,Red,0.0031499863,194.9346,1.31977,1.31984,1.31669,1.31796
2022-03-24 17:00,Green,0.002730012,195.52979,1.31795,1.31936,1.31663,1.31914
2022-03-24 18:00,Red,0.0025399923,195.2322,1.31913,1.32048,1.31794,1.31835
2022-03-24 19:00,Red,0.0011999607,194.25595,1.31834,1.31891,1.31771,1.31785
2022-03-24 20:00,Red,0.0013899803,194.22615,1.31786,1.31832,1.31693,1.31706
2022-03-24 21:00,Green,0.0016399622,193.86307,1.31705,1.31829,1.31665,1.3182
2022-03-24 22:00,Green,0.0017399788,193.86902,1.3182,1.31949,1.31775,1.31901
2022-03-24 23:00,Red,0.0008200407,193.76785,1.319,1.31907,1.31825,1.31854
2022-03-25 00:00,Red,0.0010899305,193.45825,1.31854,1.31863,1.31754,1.31825
2022-03-25 01:00,Green,0.00089001656,193.3333,1.31825,1.31914,1.31825,1.31904
2022-03-25 02:00,Green,0.00078999996,193.15475,1.31906,1.31963,1.31884,1.31935
2022-03-25 03:00,Red,0.0015000105,193.29172,1.31934,1.31979,1.31829,1.3188
2022-03-25 04:00,Green,0.0026699305,193.60115,1.3188,1.32124,1.31857,1.32122
2022-03-25 05:00,Red,0.0013699532,193.94637,1.32122,1.32128,1.31991,1.32063
2022-03-25 06:00,Red,0.0008299351,194.00583,1.32062,1.32124,1.32041,1.32055
2022-03-25 07:00,Green,0.0018999577,194.8153,1.32053,1.32243,1.32053,1.32212
2022-03-25 08:00,Red,0.001079917,194.55334,1.32213,1.32229,1.32121,1.32178
2022-03-25 09:00,Red,0.0013600588,194.45222,1.32178,1.32192,1.32056,1.3212
2022-03-25 10:00,Red,0.0026099682,194.57121,1.32114,1.32121,1.3186,1.31891
2022-03-25 11:00,Red,0.0032000542,194.60698,1.31885,1.3192,1.316,1.31619
2022-03-25 12:00,Green,0.0017899275,194.73788,1.31619,1.31764,1.31585,1.31637
2022-03-25 13:00,Green,0.0026100874,195.16057,1.31637,1.31886,1.31625,1.31884
2022-03-25 14:00,Green,0.001979947,193.33908,1.31884,1.31996,1.31798,1.3197
2022-03-25 15:00,Red,0.0012699366,193.20213,1.31971,1.32048,1.31921,1.3195
2022-03-25 16:00,Red,0.0021400452,193.49384,1.31952,1.31996,1.31782,1.3186
2022-03-25 17:00,Green,0.0040899515,193.41643,1.31861,1.3222,1.31811,1.32079
2022-03-25 18:00,Red,0.002049923,193.04738,1.3208,1.32082,1.31877,1.31905
2022-03-25 19:00,Red,0.0018099546,192.81522,1.31903,1.31984,1.31803,1.31893
2022-03-25 20:00,Green,0.0013699532,192.04141,1.31892,1.31943,1.31806,1.31939
2022-03-25 21:00,Red,0.0015100241,188.0474,1.31942,1.31974,1.31823,1.31832
2022-03-25 22:00,Green,0.0014100075,185.86288,1.3183,1.31925,1.31784,1.31893
2022-03-25 23:00,Red,0.0012699366,185.7378,1.31891,1.31896,1.31769,1.318
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2022-03-28 00:00,Green,0.0009300709,185.6009,1.31783,1.31816,1.31723,1.31784
2022-03-28 01:00,Red,0.0014699697,185.27351,1.31784,1.31848,1.31701,1.31719
2022-03-28 02:00,Green,0.00074005127,184.85095,1.3172,1.31753,1.31679,1.31726
2022-03-28 03:00,Red,0.0020600557,184.83911,1.31724,1.31759,1.31553,1.3158
2022-03-28 04:00,Green,0.0017200708,184.36299,1.31578,1.31658,1.31486,1.31602
2022-03-28 05:00,Red,0.0020799637,184.24988,1.31601,1.31655,1.31447,1.31554
2022-03-28 06:00,Red,0.0012700558,184.49986,1.31556,1.31596,1.31469,1.31535
2022-03-28 07:00,Red,0.0011199713,184.47601,1.31535,1.31571,1.31459,1.31461
2022-03-28 08:00,Red,0.001150012,184.77362,1.31462,1.31464,1.31349,1.31368
2022-03-28 09:00,Green,0.0026800632,185.02965,1.31368,1.31568,1.313,1.31556
2022-03-28 10:00,Red,0.0023100376,185.39871,1.31556,1.31639,1.31408,1.31457
2022-03-28 11:00,Green,0.0029699802,186.16058,1.31457,1.31673,1.31376,1.31624
2022-03-28 12:00,Red,0.0037300587,187.4523,1.31623,1.31623,1.3125,1.31309
2022-03-28 13:00,Green,0.002929926,187.37488,1.31309,1.31591,1.31298,1.31551
2022-03-28 14:00,Red,0.0052900314,188.81538,1.31551,1.31575,1.31046,1.3114
2022-03-28 15:00,Red,0.002030015,183.15466,1.3114,1.31166,1.30963,1.31
2022-03-28 16:00,Red,0.0026500225,183.22604,1.31,1.31049,1.30784,1.30814
2022-03-28 17:00,Green,0.0020399094,182.76169,1.30813,1.3087,1.30666,1.30822
2022-03-28 18:00,Green,0.0014899969,181.07121,1.30821,1.30949,1.308,1.30902
2022-03-28 19:00,Red,0.0013400316,180.39264,1.30905,1.30978,1.30844,1.30895
2022-03-28 20:00,Red,0.0013400316,180.35098,1.30894,1.30991,1.30857,1.30857
2022-03-28 21:00,Green,0.0014499426,180.06523,1.30858,1.30977,1.30832,1.30958
2022-03-28 22:00,Red,0.0014899969,180.39853,1.30956,1.30965,1.30816,1.30935
2022-03-28 23:00,Red,0.0017800331,180.88069,1.30935,1.3095,1.30772,1.30772
2022-03-29 00:00,Green,0.0017000437,181.51768,1.30764,1.30933,1.30763,1.30926
2022-03-29 01:00,Green,0.0014899969,181.67242,1.30926,1.31027,1.30878,1.30984
2022-03-29 02:00,Green,0.000880003,181.54152,1.30984,1.31058,1.3097,1.30985
2022-03-29 03:00,Red,0.002460003,181.48793,1.30984,1.31024,1.30778,1.30794
2022-03-29 04:00,Green,0.0026199818,182.52364,1.30794,1.31056,1.30794,1.31029
2022-03-29 05:00,Red,0.001060009,182.69627,1.31029,1.31048,1.30942,1.30989
2022-03-29 06:00,Red,0.0012099743,182.7915,1.30988,1.31027,1.30906,1.30954
2022-03-29 07:00,Red,0.0011599064,183.0593,1.30954,1.31036,1.3092,1.30924
2022-03-29 08:00,Green,0.0009999275,182.94618,1.30925,1.30966,1.30866,1.30946
2022-03-29 09:00,Green,0.0018199682,183.18425,1.30946,1.31094,1.30912,1.31083
2022-03-29 10:00,Red,0.002910018,183.66643,1.31082,1.31152,1.30861,1.30911
2022-03-29 11:00,Red,0.0052900314,185.15448,1.30911,1.31084,1.30555,1.30596
2022-03-29 12:00,Green,0.004830003,186.87471,1.30594,1.30986,1.30503,1.30845
2022-03-29 13:00,Green,0.002640009,187.01755,1.30845,1.31089,1.30825,1.30959
2022-03-29 14:00,Green,0.008300066,191.14856,1.30959,1.3148,1.3065,1.31283
2022-03-29 15:00,Green,0.003739953,191.96404,1.31285,1.31593,1.31219,1.31449
2022-03-29 16:00,Red,0.0022399426,191.97595,1.31449,1.31502,1.31278,1.31316
2022-03-29 17:00,Green,0.0028899908,192.01761,1.31313,1.31566,1.31277,1.31353
2022-03-29 18:00,Red,0.0015100241,191.14857,1.31353,1.31429,1.31278,1.3129
2022-03-29 19:00,Red,0.0048499107,192.6902,1.3129,1.31291,1.30806,1.30853
2022-03-29 20:00,Red,0.002589941,192.85681,1.30852,1.30852,1.30593,1.30729
2022-03-29 21:00,Green,0.002409935,193.37459,1.30729,1.30949,1.30708,1.30941
2022-03-29 22:00,Green,0.0012199879,193.53531,1.30941,1.31053,1.30931,1.30981
2022-03-29 23:00,Red,0.0008599758,193.35672,1.30981,1.30985,1.30899,1.30921
2022-03-30 00:00,Green,0.0016100407,193.95198,1.30919,1.3096,1.30799,1.30959
2022-03-30 01:00,Green,0.0006699562,193.77934,1.30954,1.31019,1.30952,1.30969
2022-03-30 02:00,Red,0.00085008144,193.4996,1.30969,1.31007,1.30922,1.30922
2022-03-30 03:00,Green,0.0012500286,193.69012,1.30921,1.31006,1.30881,1.30974
2022-03-30 04:00,Red,0.0015300512,194.11873,1.30976,1.31074,1.30921,1.30944
2022-03-30 05:00,Green,0.0014300346,194.49971,1.30944,1.31064,1.30921,1.31053
2022-03-30 06:00,Green,0.0011800528,194.73186,1.31054,1.31111,1.30993,1.31064
2022-03-30 07:00,Red,0.0010800362,195.08908,1.31065,1.31095,1.30987,1.31003
2022-03-30 08:00,Green,0.0024300814,196.07724,1.31002,1.31226,1.30983,1.31202
2022-03-30 09:00,Green,0.001979947,196.59503,1.31202,1.31302,1.31104,1.31226
2022-03-30 10:00,Green,0.0028699636,197.02951,1.31225,1.31334,1.31047,1.3126
2022-03-30 11:00,Green,0.0024300814,197.24387,1.31258,1.31411,1.31168,1.31401
2022-03-30 12:00,Green,0.0026899576,197.95218,1.314,1.316,1.31331,1.31507
2022-03-30 13:00,Red,0.002260089,198.24991,1.31508,1.31516,1.3129,1.31411
2022-03-30 14:00,Green,0.0024100542,198.73805,1.3141,1.3161,1.31369,1.31585
2022-03-30 15:00,Red,0.0022000074,198.77971,1.31586,1.31672,1.31452,1.31583
2022-03-30 16:00,Green,0.0029898882,198.42848,1.31583,1.3179,1.31491,1.31729
2022-03-30 17:00,Red,0.0021600723,198.03568,1.3173,1.31823,1.31607,1.31719
2022-03-30 18:00,Red,0.0028800964,198.33333,1.31715,1.31763,1.31475,1.31495
2022-03-30 19:00,Red,0.0014799833,197.95833,1.31489,1.31547,1.31399,1.31433
2022-03-30 20:00,Red,0.0017399788,196.8929,1.31433,1.31437,1.31263,1.31281
2022-03-30 21:00,Green,0.0010000467,196.35129,1.3128,1.31377,1.31277,1.31377
2022-03-30 22:00,Red,0.0008300543,196.32155,1.31375,1.31384,1.31301,1.31331
2022-03-30 23:00,Red,0.0007200241,196.05966,1.31332,1.31381,1.31309,1.31309
2022-03-31 00:00,Green,0.0006599426,195.43466,1.31301,1.31344,1.31278,1.31329
2022-03-31 01:00,Green,0.00078999996,195.5597,1.31329,1.31388,1.31309,1.31381
2022-03-31 02:00,Red,0.0007299185,195.66086,1.31379,1.31388,1.31315,1.31365
2022-03-31 03:00,Green,0.0014001131,194.35141,1.31368,1.31421,1.31281,1.31409
2022-03-31 04:00,Red,0.0014100075,194.50027,1.31412,1.31431,1.3129,1.31346
2022-03-31 05:00,Red,0.0014599562,194.73834,1.31346,1.31346,1.312,1.312
2022-03-31 06:00,Red,0.0007801056,194.61336,1.31201,1.31219,1.31141,1.31156
2022-03-31 07:00,Red,0.0007699728,193.47641,1.31156,1.31171,1.31094,1.31153
2022-03-31 08:00,Green,0.0014500618,193.47054,1.31148,1.31271,1.31126,1.31271
2022-03-31 09:00,Green,0.0016900301,193.79793,1.31271,1.31419,1.3125,1.31349
2022-03-31 10:00,Green,0.0015499592,193.43475,1.31349,1.31478,1.31323,1.3135
2022-03-31 11:00,Red,0.0032800436,191.63121,1.31349,1.31427,1.31099,1.31204
2022-03-31 12:00,Green,0.0018899441,191.31564,1.31205,1.31302,1.31113,1.3121
2022-03-31 13:00,Red,0.0015000105,189.86917,1.31211,1.31322,1.31172,1.31189
2022-03-31 14:00,Green,0.0024700165,190.07751,1.31188,1.31403,1.31156,1.31253
2022-03-31 15:00,Green,0.0023099184,189.77985,1.31252,1.31405,1.31174,1.31386
2022-03-31 16:00,Red,0.003610015,189.86919,1.31386,1.31411,1.3105,1.31332
2022-03-31 17:00,Green,0.005800009,191.71443,1.31332,1.31698,1.31118,1.31611
2022-03-31 18:00,Red,0.003610015,192.32751,1.31599,1.31751,1.3139,1.31496
2022-03-31 19:00,Red,0.0017499924,192.63107,1.31494,1.31502,1.31327,1.31379
2022-03-31 20:00,Green,0.0016300678,192.79773,1.31377,1.31523,1.3136,1.31423
2022-03-31 21:00,Red,0.001259923,193.12508,1.31424,1.31424,1.31298,1.31344
2022-03-31 22:00,Green,0.0016299486,193.10721,1.31344,1.31484,1.31321,1.31367
2022-03-31 23:00,Red,0.001349926,193.52379,1.31366,1.31468,1.31333,1.31333
2022-04-01 00:00,Green,0.0012900829,193.63689,1.31333,1.3141,1.31281,1.31351
2022-04-01 01:00,Green,0.0016399622,193.76184,1.31351,1.31512,1.31348,1.31461
2022-04-01 02:00,Red,0.0008599758,193.77377,1.31462,1.31483,1.31397,1.31451
2022-04-01 03:00,Red,0.0015300512,194.14879,1.31451,1.31465,1.31312,1.31366
2022-04-01 04:00,Red,0.00068998337,193.87497,1.31366,1.3139,1.31321,1.3135
2022-04-01 05:00,Red,0.0015200377,193.64285,1.31351,1.31373,1.31221,1.31239
2022-04-01 06:00,Green,0.0013899803,193.8035,1.31238,1.31352,1.31213,1.3134
2022-04-01 07:00,Red,0.00059998035,193.63681,1.31339,1.31347,1.31287,1.31302
2022-04-01 08:00,Green,0.0009200573,193.3095,1.31303,1.31383,1.31291,1.31328
2022-04-01 09:00,Red,0.001709938,193.48802,1.31328,1.31363,1.31192,1.31228
2022-04-01 10:00,Red,0.0017900467,192.69044,1.31228,1.31303,1.31124,1.31226
2022-04-01 11:00,Green,0.0014299154,191.0594,1.31224,1.31291,1.31148,1.31286
2022-04-01 12:00,Red,0.0011199713,190.08324,1.31284,1.3133,1.31218,1.31273
2022-04-01 13:00,Green,0.0017700195,190.0535,1.31274,1.3145,1.31273,1.3141
2022-04-01 14:00,Red,0.0014500618,189.58327,1.31411,1.31446,1.31301,1.31302
2022-04-01 15:00,Red,0.0026800632,189.33923,1.31303,1.31342,1.31074,1.31116
2022-04-01 16:00,Red,0.0027999878,189.44041,1.31115,1.31178,1.30898,1.30997
2022-04-01 17:00,Green,0.002640009,189.08925,1.30991,1.31124,1.3086,1.31071
2022-04-01 18:00,Green,0.0014699697,188.80945,1.31075,1.31134,1.30987,1.31121
2022-04-01 19:00,Red,0.0012398958,188.61887,1.31122,1.31141,1.31017,1.31041
2022-04-01 20:00,Red,0.0013400316,188.64867,1.31041,1.31049,1.30915,1.30945
2022-04-01 21:00,Green,0.0013900995,188.95819,1.30945,1.31078,1.30939,1.31058
2022-04-01 22:00,Green,0.00090003014,189.08316,1.31056,1.31137,1.31047,1.31129
2022-04-01 23:00,Green,0.0006599426,189.0772,1.31129,1.3115,1.31084,1.31143
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2022-04-04 00:00,Green,0.0019900799,189.88078,1.30854,1.31043,1.30844,1.31036
2022-04-04 01:00,Red,0.0012800694,189.7975,1.31066,1.31103,1.30975,1.31031
2022-04-04 02:00,Green,0.0006599426,189.74393,1.31031,1.31065,1.30999,1.31036
2022-04-04 03:00,Green,0.0014998913,189.7022,1.31037,1.31158,1.31008,1.31114
2022-04-04 04:00,Green,0.0010800362,189.33315,1.31114,1.31171,1.31063,1.31126
2022-04-04 05:00,Green,0.00055003166,189.32727,1.31124,1.31135,1.3108,1.31133
2022-04-04 06:00,Green,0.0009199381,189.42845,1.31133,1.31197,1.31105,1.31145
2022-04-04 07:00,Green,0.00046992302,189.01768,1.31144,1.31186,1.31139,1.31173
2022-04-04 08:00,Green,0.0011200905,189.13086,1.31174,1.31279,1.31167,1.31278
2022-04-04 09:00,Red,0.0015699863,189.01775,1.31278,1.31331,1.31174,1.31266
2022-04-04 10:00,Green,0.0014299154,188.39865,1.31267,1.31361,1.31218,1.31271
2022-04-04 11:00,Red,0.0015300512,187.22607,1.31272,1.31287,1.31134,1.31145
2022-04-04 12:00,Green,0.00092995167,186.49983,1.31145,1.31233,1.3114,1.31173
2022-04-04 13:00,Red,0.0029799938,186.7677,1.31175,1.31225,1.30927,1.30938
